Analysis of Layer Similarities for gemma_1b_reasonning 
Number of Layers to Skip : 16 
block_start,block_end,average_distance
1,17,0.5012846197693133
2,18,0.48763998792918456
3,19,0.4635434130230687
4,20,0.23539661849517168
5,21,0.17112895654506438
6,22,0.13624828158530042
7,23,0.12643288542784334
8,24,0.11953329323699034
9,25,0.11802260763143776
10,26,0.4952879811561159
Layer 9 to 25 is the best block to prune.
