Analysis of Layer Similarities for gemma_1b_reasonning 
Number of Layers to Skip : 19 
block_start,block_end,average_distance
1,20,0.5064629157725322
2,21,0.4869348092140558
3,22,0.45957219856491416
4,23,0.2316192495976395
5,24,0.17076274560756438
6,25,0.1433707961708691
7,26,0.49458908932403434
Layer 6 to 25 is the best block to prune.
