Analysis of Layer Similarities for gemma_1b_reasonning 
Number of Layers to Skip : 18 
block_start,block_end,average_distance
1,19,0.5076113197424893
2,20,0.4876819004828326
3,21,0.4616060052306867
4,22,0.2322977090598176
5,23,0.16873417801099785
6,24,0.1395195563975322
7,25,0.13382940333288626
8,26,0.4949945932805794
Layer 7 to 25 is the best block to prune.
