Analysis of Layer Similarities for gemma_1b 
Number of Layers to Skip : 17 
block_start,block_end,average_distance
1,18,0.49270942883613783
2,19,0.48015027168469554
3,20,0.4268384102063301
4,21,0.21664115710136217
5,22,0.17394471779847756
6,23,0.13686820788261217
7,24,0.11767754187950721
8,25,0.1140903570713141
9,26,0.49565711388221156
Layer 8 to 25 is the best block to prune.
