Analysis of Layer Similarities for gemma_1b 
Number of Layers to Skip : 13 
block_start,block_end,average_distance
1,14,0.48410268930288464
2,15,0.471622564853766
3,16,0.41837330353565705
4,17,0.2049404046474359
5,18,0.16850750262920672
6,19,0.13426834497696313
7,20,0.11213605831830929
8,21,0.10995053022335737
9,22,0.094696044921875
10,23,0.09131328876201923
11,24,0.09243402725610977
12,25,0.09128511868990384
13,26,0.4907390887920673
Layer 12 to 25 is the best block to prune.
