Analysis of Layer Similarities for gemma_1b 
Number of Layers to Skip : 16 
block_start,block_end,average_distance
1,17,0.4893650152744391
2,18,0.47942254482171476
3,19,0.4261466784354968
4,20,0.21515283829126602
5,21,0.1736731896033654
6,22,0.13604853703425482
7,23,0.11539576603816105
8,24,0.1137081048427484
9,25,0.09834582989032452
10,26,0.49565789638421476
Layer 9 to 25 is the best block to prune.
